subject,difficulty,hours_available,deadline_days,importance,study_type,previous_score,actual_hours_needed
Math,3,5,6,5,Theory,49,5.63
Chemistry,3,6,13,4,Practical,80,3.97
Math,2,3,6,5,Theory,41,4.55
Math,3,1,11,3,Conceptual,40,4.84
Statistics,5,6,2,5,Conceptual,82,30.86
Programming,1,4,15,3,Theory,53,1.82
History,4,3,10,2,Theory,60,2.56
Programming,5,3,11,4,Theory,48,4.57
Geography,2,6,12,3,Conceptual,70,2.64
Economics,4,5,4,3,Practical,44,12.36
Math,2,8,3,3,Conceptual,48,7.3
Geography,3,6,12,1,Practical,45,4.05
Geography,1,8,11,5,Conceptual,92,1.47
Economics,2,8,6,5,Conceptual,72,5.34
Programming,1,4,4,4,Conceptual,73,3.7
Geography,4,2,7,3,Theory,72,3.64
AI,4,6,3,3,Conceptual,85,10.32
Statistics,1,1,4,2,Practical,85,2.4
History,1,6,15,3,Conceptual,52,2.78
Programming,4,7,15,3,Practical,58,4.92
Geography,1,2,1,2,Conceptual,51,7.15
Machine Learning,4,1,2,3,Theory,74,10.43
Chemistry,1,3,10,3,Practical,58,3.42
Chemistry,2,1,15,3,Conceptual,47,3.5
Programming,5,5,14,1,Conceptual,50,3.26
Math,4,6,10,2,Theory,62,2.5
Geography,4,6,1,4,Practical,52,50.88
Physics,2,4,5,3,Practical,62,5.88
Machine Learning,3,6,10,2,Practical,53,4.62
Chemistry,2,7,7,5,Conceptual,58,5.44
Machine Learning,5,8,11,2,Conceptual,81,3.09
Programming,3,6,8,1,Practical,69,2.98
Math,3,8,14,5,Theory,43,3.54
Physics,5,6,13,3,Conceptual,59,4.74
Physics,1,7,10,3,Theory,59,1.79
Chemistry,5,7,5,2,Conceptual,49,7.25
Statistics,5,4,1,3,Conceptual,70,37.44
Biology,5,7,1,1,Theory,64,9.15
History,1,7,11,1,Conceptual,58,2.23
Programming,2,2,1,4,Practical,46,27.24
English,2,2,14,2,Practical,78,2.18
Chemistry,1,2,6,4,Theory,43,2.89
Computer Science,5,3,3,1,Conceptual,76,5.15
Economics,4,8,11,1,Theory,85,1.06
Programming,5,1,10,4,Theory,45,4.96
Computer Science,5,1,15,1,Theory,66,1.62
History,4,5,3,2,Theory,45,6.03
Machine Learning,3,8,10,5,Theory,90,2.72
English,1,4,7,3,Theory,73,1.55
Computer Science,5,3,12,2,Practical,52,5.38
History,5,6,8,2,Theory,70,2.96
History,2,7,11,5,Practical,92,3.21
Geography,5,4,13,2,Practical,72,3.99
Economics,4,5,4,2,Practical,73,7.62
Economics,1,1,14,1,Practical,53,3.03
English,3,1,13,3,Theory,86,1.56
Chemistry,5,2,9,3,Conceptual,88,4.58
Statistics,3,8,8,4,Theory,72,3.3
AI,1,8,3,4,Practical,55,6.7
Statistics,5,3,4,3,Practical,61,13.59
Programming,5,1,7,4,Conceptual,59,8.83
AI,5,6,7,5,Theory,92,5.97
Geography,2,3,5,2,Conceptual,63,3.7
Statistics,2,3,13,3,Practical,49,4.44
Geography,3,6,2,4,Theory,89,9.95
Machine Learning,2,1,11,1,Practical,44,3.91
Biology,4,7,1,2,Practical,74,25.56
Programming,4,2,12,2,Practical,53,4.82
Physics,4,3,4,5,Theory,94,8.19
Biology,5,4,9,2,Theory,93,2.0
Physics,1,7,15,2,Theory,56,1.62
Statistics,4,5,13,1,Practical,95,1.22
Machine Learning,3,6,12,4,Conceptual,61,4.27
Programming,2,5,14,1,Theory,44,2.02
Statistics,3,5,14,5,Practical,54,5.97
Economics,5,4,15,2,Theory,92,1.32
Chemistry,3,8,2,1,Conceptual,81,4.51
Machine Learning,4,8,11,5,Practical,74,7.01
Machine Learning,5,2,6,3,Theory,88,4.38
Programming,2,6,13,2,Theory,61,1.74
Computer Science,2,2,4,4,Practical,76,7.44
Machine Learning,3,7,7,2,Practical,78,3.89
Math,5,2,13,2,Conceptual,45,4.49
English,5,8,6,2,Practical,63,7.22
Machine Learning,1,5,9,5,Practical,74,3.23
Machine Learning,3,1,5,1,Theory,67,2.02
Machine Learning,1,5,13,3,Conceptual,74,1.8
Machine Learning,1,7,10,2,Theory,73,1.18
AI,4,6,4,2,Theory,47,4.9
AI,3,2,2,2,Practical,88,9.72
Geography,4,4,8,1,Conceptual,55,3.36
AI,3,3,15,3,Conceptual,49,3.89
AI,5,7,4,4,Conceptual,63,13.78
Chemistry,5,7,15,1,Practical,74,2.56
AI,3,8,7,2,Theory,87,1.79
Statistics,3,7,10,3,Theory,80,2.08
Computer Science,1,8,9,2,Practical,64,2.83
Machine Learning,2,3,9,4,Conceptual,56,4.25
Chemistry,4,1,10,3,Practical,59,6.06
Biology,4,7,13,5,Theory,46,4.19
History,2,2,9,5,Conceptual,53,4.92
History,1,3,7,5,Practical,84,3.1
Computer Science,5,3,8,5,Conceptual,85,8.22
History,5,8,9,4,Practical,78,7.99
Machine Learning,2,4,12,4,Conceptual,86,2.27
Geography,4,5,12,5,Conceptual,71,5.39
AI,4,6,13,5,Theory,64,3.61
History,5,5,12,2,Conceptual,94,2.29
AI,2,3,2,2,Conceptual,92,5.18
Programming,1,7,3,5,Practical,60,7.4
Math,4,7,11,3,Theory,47,3.44
Statistics,2,7,1,2,Conceptual,82,10.46
Economics,3,2,1,3,Conceptual,79,22.61
Physics,2,1,10,5,Practical,86,3.84
Math,1,5,12,2,Conceptual,79,1.41
Computer Science,3,1,13,4,Practical,93,3.19
Machine Learning,4,3,12,1,Conceptual,93,1.14
Chemistry,2,2,13,1,Practical,54,3.22
Computer Science,3,1,10,1,Practical,48,4.02
Geography,3,3,9,3,Practical,92,3.48
Programming,2,7,13,4,Conceptual,81,2.39
Chemistry,4,5,9,2,Practical,50,5.67
Geography,1,7,4,3,Theory,75,2.0
Geography,4,2,12,4,Theory,53,3.64
Computer Science,3,4,1,4,Practical,86,36.84
Programming,5,6,7,4,Practical,52,11.45
Geography,2,1,9,4,Theory,49,3.05
Physics,5,1,4,1,Theory,75,2.8
Statistics,4,4,10,2,Theory,44,3.07
Programming,3,1,11,5,Theory,69,3.17
Math,1,8,6,2,Theory,86,0.98
Machine Learning,2,6,13,5,Practical,95,2.61
Physics,3,8,1,2,Conceptual,42,17.18
Economics,4,2,7,4,Theory,52,5.19
Physics,5,7,8,5,Practical,78,10.7
English,1,7,3,1,Practical,86,1.84
Computer Science,3,1,5,4,Practical,88,7.92
Chemistry,2,3,8,2,Conceptual,46,3.79
Economics,1,1,15,1,Theory,89,0.46
Statistics,1,3,1,4,Conceptual,55,11.76
Geography,2,5,1,2,Practical,80,13.2
Computer Science,2,8,9,4,Theory,84,1.93
Machine Learning,2,3,4,2,Practical,55,5.7
Biology,1,1,2,2,Conceptual,54,4.61
Programming,5,1,7,1,Conceptual,43,4.45
Computer Science,1,4,13,3,Practical,92,1.17
Computer Science,5,3,11,5,Theory,40,5.56
Physics,3,3,13,1,Practical,91,1.23
History,3,8,4,4,Practical,88,9.72
Geography,5,5,7,1,Theory,85,1.62
Machine Learning,5,2,14,3,Theory,89,2.07
Geography,5,1,8,2,Conceptual,92,3.38
Physics,1,6,6,4,Theory,77,1.8
Computer Science,4,6,6,5,Practical,61,12.34
Statistics,1,6,12,4,Practical,44,4.36
Geography,1,5,11,3,Practical,77,2.2
Physics,4,8,5,3,Theory,74,4.67
Programming,4,4,6,5,Theory,52,6.87
Programming,2,7,6,2,Practical,66,4.04
Computer Science,5,8,2,3,Theory,90,12.32
Biology,4,3,15,1,Conceptual,80,1.6
English,2,3,3,3,Practical,64,8.16
Computer Science,3,5,11,3,Theory,65,2.43
AI,5,5,8,3,Practical,80,6.82
English,5,3,10,2,Theory,82,2.18
History,2,2,14,4,Theory,50,2.51
AI,2,2,6,1,Conceptual,71,2.19
Machine Learning,3,4,11,1,Practical,90,1.42
Geography,2,5,7,4,Practical,79,4.69
Math,5,8,14,1,Theory,74,1.4
Physics,5,2,7,4,Theory,85,5.05
History,3,4,11,3,Conceptual,59,3.93
Programming,1,3,13,1,Theory,42,1.98
English,2,5,12,4,Conceptual,77,2.7
Machine Learning,3,5,14,1,Practical,74,2.2
Statistics,5,8,2,2,Practical,44,18.36
History,3,2,14,5,Conceptual,67,4.16
Chemistry,2,2,9,3,Theory,74,1.9
Biology,3,8,2,5,Practical,48,25.62
Geography,2,3,7,2,Theory,78,1.62
Programming,2,7,7,1,Practical,80,2.06
English,4,1,12,3,Practical,65,5.1
History,2,8,3,1,Practical,77,3.38
Statistics,3,2,13,4,Practical,83,3.79
Machine Learning,5,1,13,5,Conceptual,52,6.92
Economics,3,7,9,3,Practical,72,4.68
English,2,4,9,2,Theory,92,0.97
History,2,2,11,3,Practical,58,4.16
Math,3,2,11,1,Practical,87,1.6
Chemistry,3,3,14,3,Practical,51,4.87
Economics,4,1,13,2,Theory,84,1.5
Machine Learning,5,1,2,4,Theory,69,16.99
History,1,5,4,1,Practical,91,1.29
Computer Science,1,5,14,5,Practical,94,1.43
History,4,5,11,4,Theory,49,3.96
Biology,5,8,10,4,Practical,88,6.72
Computer Science,5,8,14,1,Practical,61,3.41
Physics,3,1,4,5,Theory,94,6.19
Physics,5,8,8,1,Conceptual,41,4.33
Math,2,5,14,1,Conceptual,64,2.07
History,2,8,5,2,Conceptual,79,2.93
Geography,2,6,5,4,Practical,57,7.38
Computer Science,4,1,14,4,Conceptual,94,3.03
Programming,1,3,15,1,Practical,77,1.58
Statistics,4,2,9,5,Conceptual,41,8.17
Machine Learning,1,5,14,1,Conceptual,54,2.38
Statistics,5,5,2,2,Practical,85,15.9
Economics,2,7,9,4,Theory,57,2.8
Statistics,4,5,2,2,Practical,40,15.6
Programming,1,5,1,5,Conceptual,68,13.54
Computer Science,4,6,6,1,Conceptual,54,3.81
Statistics,5,8,5,1,Practical,55,5.7
Physics,3,7,3,3,Conceptual,40,10.08
English,3,5,14,1,Practical,89,1.3
English,3,7,12,1,Practical,56,3.39
Math,4,3,2,4,Theory,45,14.56
Programming,4,4,8,4,Practical,94,6.36
Geography,4,3,4,5,Practical,95,15.3
English,1,7,4,5,Conceptual,64,4.73
Computer Science,5,3,12,5,Conceptual,62,6.82
Math,2,5,1,3,Conceptual,78,15.46
Programming,1,3,5,4,Practical,81,3.54
AI,2,5,11,5,Practical,54,5.49
Machine Learning,1,4,5,5,Conceptual,86,3.07
Geography,4,3,4,5,Conceptual,60,13.92
Chemistry,1,4,14,5,Conceptual,51,3.21
AI,3,3,14,4,Theory,64,2.52
Statistics,5,8,12,1,Theory,58,2.01
Biology,2,2,9,3,Practical,94,2.36
Geography,2,4,2,1,Practical,42,6.48
English,3,7,10,4,Practical,44,6.96
Computer Science,3,3,10,4,Conceptual,85,3.6
Computer Science,3,8,2,2,Theory,60,6.08
English,5,5,4,2,Practical,77,8.88
Economics,1,6,7,3,Theory,55,2.13
Physics,4,3,10,4,Theory,48,4.22
Chemistry,1,1,12,2,Theory,83,0.81
AI,5,4,4,2,Practical,71,9.24
Programming,5,8,2,3,Theory,88,12.38
Statistics,3,6,12,3,Conceptual,77,2.9
Machine Learning,5,2,3,2,Conceptual,53,10.26
Machine Learning,3,1,2,4,Conceptual,78,15.46
AI,3,4,2,4,Practical,47,21.18
Machine Learning,2,6,15,3,Theory,75,1.44
Statistics,4,2,1,2,Practical,41,27.54
Programming,3,5,14,2,Conceptual,81,1.94
Physics,3,5,5,3,Conceptual,46,6.91
Chemistry,4,1,5,2,Theory,85,3.04
Programming,1,8,9,4,Theory,42,2.57
Math,1,8,11,2,Conceptual,83,1.25
Physics,4,7,5,4,Practical,81,10.74
AI,1,3,10,4,Theory,84,1.15
English,3,8,15,5,Practical,78,4.32
History,3,3,6,4,Practical,76,7.44
English,3,8,13,2,Conceptual,81,2.02
Biology,3,2,13,1,Conceptual,72,1.9
Physics,5,6,15,1,Theory,79,1.21
English,1,6,9,1,Conceptual,49,2.71
Economics,5,1,9,4,Conceptual,41,8.17
Biology,2,5,5,3,Theory,41,3.81
Computer Science,5,8,14,3,Conceptual,72,3.92
History,2,7,11,5,Practical,45,6.03
Statistics,2,5,14,5,Theory,52,2.68
AI,2,5,14,4,Theory,40,2.83
Biology,4,2,10,3,Conceptual,85,3.6
Biology,5,3,4,4,Practical,63,17.22
Programming,5,8,5,2,Practical,56,8.64
Computer Science,5,1,7,5,Practical,47,13.89
AI,3,3,14,4,Theory,76,2.14
English,1,2,7,3,Conceptual,65,2.71
Computer Science,3,4,10,1,Theory,87,0.9
Statistics,4,8,7,2,Theory,76,2.6
Programming,1,1,4,4,Theory,89,1.95
AI,5,7,8,5,Theory,41,6.89
Chemistry,2,8,6,4,Practical,87,4.78
Physics,1,4,8,3,Conceptual,40,3.78
Biology,3,5,15,4,Practical,46,5.64
Chemistry,5,6,2,2,Practical,45,18.3
Economics,4,2,3,1,Theory,82,2.71
Geography,2,6,1,5,Conceptual,84,24.77
Math,3,8,5,4,Conceptual,58,7.78
Geography,2,8,14,2,Practical,91,1.4
Economics,2,3,9,5,Practical,47,6.51
Programming,5,1,9,1,Conceptual,74,2.58
Physics,2,5,9,3,Conceptual,80,2.56
Programming,1,6,13,3,Theory,73,1.23
Machine Learning,2,5,14,5,Practical,54,4.9
Computer Science,2,2,7,3,Conceptual,50,4.46
Physics,2,8,11,1,Conceptual,93,0.77
English,3,4,3,1,Theory,67,2.66
English,3,4,6,1,Practical,48,4.62
Chemistry,1,7,7,3,Theory,93,0.91
Statistics,2,4,14,2,Theory,77,1.19
English,2,4,5,1,Theory,90,0.96
Geography,5,1,9,4,Practical,92,7.15
History,1,4,7,3,Theory,80,1.33
Economics,4,3,13,2,Theory,73,1.85
Math,4,6,12,1,Conceptual,45,3.44
History,1,1,6,5,Theory,45,3.09
Geography,5,5,5,2,Practical,63,8.22
Statistics,3,7,6,1,Practical,65,3.6
English,2,8,6,3,Practical,54,5.76
Math,1,6,15,3,Practical,58,3.12
English,2,6,2,3,Conceptual,79,8.21
Statistics,4,1,8,1,Theory,76,1.57
Machine Learning,2,1,6,1,Practical,61,3.34
Economics,1,7,11,3,Theory,67,1.49
Math,2,5,8,5,Conceptual,72,4.34
Geography,2,6,5,4,Conceptual,69,5.33
Geography,5,5,12,5,Practical,47,9.43
Physics,1,7,2,4,Conceptual,71,6.19
Physics,3,2,10,2,Theory,79,1.63
Chemistry,4,5,15,3,Theory,94,1.47
Physics,5,7,9,5,Theory,74,5.28
AI,3,5,3,2,Theory,75,4.0
Computer Science,2,2,6,2,Theory,95,1.23
Machine Learning,1,5,13,2,Theory,84,0.76
Biology,3,2,14,3,Conceptual,45,4.18
Physics,5,6,12,3,Theory,77,2.74
Computer Science,2,5,7,2,Conceptual,65,3.05
Economics,3,2,11,2,Theory,87,1.29
Statistics,4,3,4,4,Practical,67,13.98
Chemistry,4,1,5,1,Theory,86,1.73
English,3,3,4,5,Practical,83,12.27
Biology,4,8,10,3,Theory,79,2.59
Biology,5,3,13,1,Theory,50,2.22
AI,2,7,5,5,Practical,81,7.14
Statistics,4,5,15,3,Theory,62,2.5
Geography,5,6,9,4,Practical,70,8.47
Statistics,5,5,7,2,Conceptual,57,5.49
Physics,5,5,1,5,Conceptual,51,62.35
Economics,2,4,2,3,Practical,53,11.82
Geography,3,1,14,4,Theory,68,2.4
Economics,5,4,5,2,Theory,93,3.42
Computer Science,3,3,4,1,Theory,68,2.22
AI,2,5,7,3,Conceptual,94,2.35
Economics,4,6,14,3,Practical,67,4.55
Chemistry,1,2,7,1,Theory,68,1.25
Physics,5,5,6,5,Practical,52,15.38
Statistics,5,6,4,1,Conceptual,46,5.59
Biology,2,3,7,3,Conceptual,43,4.79
Physics,3,2,9,3,Theory,59,2.91
Machine Learning,5,5,14,2,Theory,43,2.97
Geography,5,3,9,2,Theory,83,2.32
Geography,5,4,5,2,Conceptual,75,6.0
Math,5,5,3,2,Practical,68,11.92
AI,4,1,12,5,Practical,90,5.6
Economics,5,1,7,4,Theory,74,5.4
English,4,5,15,2,Theory,93,1.08
Physics,3,8,11,2,Conceptual,52,3.61
Math,4,1,10,4,Theory,95,2.72
Physics,2,6,15,4,Conceptual,95,1.52
Geography,5,7,1,5,Practical,66,77.04
Biology,2,2,5,3,Theory,93,2.14
Chemistry,1,8,1,1,Practical,43,6.42
Math,1,8,10,5,Practical,43,4.92
Physics,2,2,11,2,Theory,62,1.8
English,2,2,11,1,Conceptual,58,2.45
Computer Science,4,2,3,3,Practical,76,13.44
AI,1,2,13,1,Practical,80,1.43
AI,3,7,11,2,Conceptual,74,2.56
Chemistry,2,4,11,1,Theory,40,2.21
Biology,2,5,13,3,Conceptual,47,3.65
Chemistry,5,7,14,3,Practical,90,3.81
Economics,3,4,3,3,Theory,51,6.37
History,3,8,8,5,Practical,92,6.11
Chemistry,3,2,10,4,Theory,47,3.62
Programming,3,5,2,5,Practical,43,25.92
Geography,4,7,1,2,Theory,58,14.14
Programming,3,1,3,3,Theory,59,6.11
AI,2,2,12,3,Theory,64,1.95
AI,5,3,9,2,Practical,88,4.05
English,2,3,14,5,Theory,59,2.45
Economics,1,5,2,1,Practical,63,3.72
Statistics,4,4,15,3,Practical,56,5.04
Computer Science,4,8,8,5,Practical,86,8.34
Biology,2,7,6,1,Theory,51,2.1
Economics,4,1,15,2,Conceptual,50,3.68
History,4,4,14,5,Practical,63,6.51
Machine Learning,1,3,7,5,Conceptual,44,4.4
Economics,3,1,3,5,Theory,42,9.86
Biology,4,5,10,1,Conceptual,41,3.79
Machine Learning,4,6,10,1,Practical,82,2.28
Statistics,2,5,10,4,Conceptual,58,3.94
Physics,5,5,10,1,Practical,93,1.92
Physics,4,5,13,1,Conceptual,75,1.94
Statistics,5,6,4,1,Conceptual,58,5.02
Machine Learning,2,3,15,3,Conceptual,83,1.78
Programming,2,7,11,4,Theory,48,2.83
Math,1,1,6,4,Practical,90,2.6
Chemistry,1,7,6,3,Conceptual,81,2.11
Economics,4,2,3,5,Theory,68,11.69
Chemistry,2,1,6,2,Theory,43,2.89
Geography,1,8,5,1,Practical,66,2.64
Math,2,6,1,2,Conceptual,73,10.9
Physics,3,6,12,2,Theory,50,2.4
Economics,5,2,2,5,Practical,56,40.14
Geography,1,6,8,2,Conceptual,77,1.7
Economics,2,3,8,4,Conceptual,83,3.22
Biology,3,1,2,2,Conceptual,95,7.44
Economics,4,3,1,5,Practical,61,62.34
Chemistry,3,2,12,3,Practical,89,2.91
Programming,5,1,15,2,Theory,57,2.44
AI,5,5,11,5,Conceptual,58,7.47
History,4,6,5,4,Practical,47,12.78
Biology,1,7,10,2,Conceptual,63,2.26
Machine Learning,3,5,4,3,Conceptual,56,7.51
English,3,4,2,1,Theory,82,2.98
Biology,1,8,5,3,Theory,69,1.95
Programming,1,6,2,4,Practical,53,8.82
Physics,2,3,14,4,Conceptual,80,2.33
AI,5,2,10,5,Conceptual,94,6.29
AI,5,3,6,5,Practical,80,13.7
Programming,2,6,14,4,Conceptual,83,2.19
AI,2,1,8,4,Conceptual,49,4.85
Physics,2,2,2,3,Practical,77,10.38
Statistics,5,8,1,3,Practical,87,45.78
Chemistry,3,1,12,5,Theory,54,3.47
Economics,1,4,7,4,Theory,49,2.55
Physics,5,2,12,5,Theory,88,3.72
Chemistry,2,7,1,4,Theory,68,13.82
Physics,5,7,7,1,Practical,56,4.78
Physics,4,2,6,4,Conceptual,83,7.22
Programming,2,3,4,4,Practical,93,6.42
Programming,3,4,13,5,Theory,73,2.71
Programming,4,2,2,1,Theory,47,4.9
Computer Science,3,7,4,2,Conceptual,47,6.14
Biology,1,4,4,4,Theory,61,2.85
AI,5,6,3,3,Theory,90,8.32
AI,5,3,13,2,Theory,54,2.7
Physics,2,4,3,4,Theory,84,4.78
English,4,6,4,2,Conceptual,45,7.44
AI,2,3,13,2,Practical,69,2.78
AI,3,1,13,2,Practical,76,2.82
English,4,6,10,1,Conceptual,78,2.02
English,1,1,6,3,Theory,83,1.34
Physics,5,8,15,4,Conceptual,95,3.44
Statistics,2,7,14,3,Theory,87,1.1
History,1,7,9,3,Practical,70,2.8
Programming,2,2,5,4,Practical,64,6.96
Physics,5,8,12,1,Conceptual,47,3.54
Physics,4,7,9,4,Conceptual,55,6.43
Math,1,3,1,1,Practical,68,4.92
Biology,5,2,2,5,Practical,54,40.26
History,4,8,11,4,Conceptual,91,3.92
AI,2,4,14,5,Theory,82,1.72
Economics,2,1,3,1,Theory,76,1.83
English,2,4,1,2,Practical,75,13.5
Geography,3,1,11,1,Conceptual,70,2.09
Biology,3,3,7,5,Theory,44,5.22
Machine Learning,3,4,7,1,Practical,92,1.77
Programming,5,7,14,3,Conceptual,44,5.26
Math,3,6,15,1,Theory,50,1.92
Statistics,2,5,9,2,Practical,73,2.95
Math,5,3,14,4,Theory,77,3.02
Economics,5,4,12,5,Conceptual,92,5.38
Biology,4,2,3,5,Practical,93,20.42
Programming,5,2,2,3,Practical,60,24.9
Biology,3,8,1,1,Conceptual,82,8.06
AI,4,5,4,3,Practical,79,10.26
Computer Science,1,5,6,2,Theory,45,2.29
AI,3,5,3,1,Theory,87,2.02
Chemistry,1,2,2,2,Practical,57,5.58
Biology,1,1,14,4,Theory,84,0.97
Computer Science,2,4,15,4,Conceptual,89,1.81
Machine Learning,1,5,13,2,Practical,44,3.82
Machine Learning,1,8,13,2,Conceptual,71,1.76
Statistics,4,4,11,4,Practical,82,5.44
Programming,1,1,10,3,Practical,49,3.96
Chemistry,5,4,9,4,Practical,41,10.21
Economics,5,1,6,4,Practical,68,11.92
Machine Learning,1,4,13,1,Theory,81,0.73
Programming,2,6,7,1,Theory,43,2.28
Math,4,2,8,4,Theory,64,4.35
Machine Learning,2,5,2,3,Practical,41,12.54
AI,2,4,9,1,Conceptual,52,2.84
Biology,2,1,1,4,Theory,87,13.22
Chemistry,2,1,15,4,Conceptual,68,2.82
AI,1,1,11,2,Conceptual,70,1.88
Programming,3,8,3,2,Conceptual,91,5.23
English,3,1,14,1,Theory,49,1.97
English,2,6,7,2,Conceptual,94,1.66
Biology,2,5,8,1,Conceptual,58,2.62
Math,3,4,1,4,Conceptual,91,29.23
AI,3,7,2,3,Theory,68,8.22
Geography,1,1,7,1,Practical,93,0.85
Programming,5,4,1,3,Conceptual,56,38.11
AI,3,4,3,4,Practical,73,13.62
Geography,4,7,12,3,Conceptual,41,5.23
History,2,4,4,4,Theory,57,4.58
Biology,5,5,15,2,Conceptual,64,3.33
Computer Science,5,3,1,3,Practical,65,47.1
Chemistry,4,3,2,3,Conceptual,64,16.13
Physics,4,4,2,3,Conceptual,91,14.83
Statistics,4,4,12,2,Conceptual,63,3.38
Physics,4,8,11,1,Theory,74,1.41
Geography,1,1,6,1,Conceptual,84,1.17
Economics,2,8,11,1,Conceptual,60,2.36
Programming,1,6,2,3,Conceptual,46,6.19
Physics,2,2,15,2,Theory,52,1.96
Machine Learning,5,1,9,2,Practical,73,4.95
AI,2,3,8,2,Theory,87,1.22
History,2,4,15,2,Theory,80,1.07
Physics,2,2,11,2,Practical,49,4.15
AI,2,4,8,4,Theory,53,3.1
History,1,7,4,5,Theory,69,2.99
Statistics,4,4,1,2,Conceptual,81,20.11
Statistics,3,8,2,4,Theory,83,10.14
Computer Science,2,1,7,1,Practical,61,3.2
Math,5,8,12,2,Practical,74,4.06
English,4,7,3,4,Theory,94,8.73
Economics,5,1,8,3,Conceptual,69,5.99
English,4,1,7,2,Conceptual,79,3.75
Math,5,5,7,2,Theory,49,3.92
Math,4,1,11,3,Conceptual,51,4.97
Programming,3,4,4,3,Practical,42,10.23
English,1,2,10,5,Practical,89,2.16
Machine Learning,5,8,4,4,Practical,67,16.98
Math,3,4,14,3,Theory,62,2.24
History,3,5,4,2,Practical,64,6.66
Chemistry,5,6,13,2,Practical,92,2.79
Machine Learning,5,2,4,2,Practical,54,10.26
Biology,4,7,3,2,Theory,80,4.91
Economics,1,6,4,5,Conceptual,53,5.26
Chemistry,1,5,14,3,Practical,69,2.5
AI,5,6,9,2,Theory,90,2.1
History,4,6,6,4,Practical,94,8.36
Physics,4,2,7,2,Practical,60,5.83
Physics,5,8,15,2,Theory,65,2.19
History,5,1,13,1,Theory,72,1.51
English,1,2,5,3,Conceptual,66,3.07
Machine Learning,2,3,3,4,Conceptual,41,9.23
Economics,1,5,14,4,Practical,55,3.56
Biology,2,5,4,5,Practical,70,9.3
Geography,3,4,1,4,Practical,85,36.9
Economics,4,1,9,3,Conceptual,87,3.82
AI,3,6,5,2,Practical,78,4.92
Statistics,2,5,2,2,Theory,79,3.87
Math,5,3,13,4,Conceptual,88,4.27
AI,2,8,12,5,Conceptual,68,3.54
History,3,8,15,3,Practical,61,4.14
Math,5,3,12,1,Practical,94,1.61
Statistics,3,5,7,1,Practical,43,4.71
Computer Science,5,5,12,1,Theory,69,1.66
English,5,1,15,5,Theory,81,3.27
Geography,3,1,11,4,Theory,45,3.51
Math,1,5,10,3,Conceptual,95,0.96
Computer Science,4,2,9,4,Theory,84,3.36
Computer Science,1,7,9,5,Practical,83,2.69
Economics,1,4,9,3,Theory,93,0.76
Geography,3,2,3,2,Theory,94,3.39
AI,1,2,3,4,Conceptual,74,4.45
Economics,4,8,7,3,Conceptual,42,6.9
Computer Science,1,2,2,2,Practical,59,5.46
AI,4,5,6,2,Practical,77,5.38
Machine Learning,1,8,12,4,Theory,70,1.49
Math,5,8,6,2,Practical,92,5.48
AI,3,2,13,3,Conceptual,65,3.34
AI,1,1,3,4,Theory,46,3.86
AI,4,5,7,2,Conceptual,54,4.95
Chemistry,5,1,6,1,Theory,72,2.23
Economics,2,3,11,4,Practical,85,3.08
Physics,3,2,8,2,Theory,40,3.12
AI,1,5,15,4,Conceptual,75,1.84
History,4,1,12,2,Practical,87,2.78
History,3,3,14,1,Theory,45,2.1
Statistics,4,5,13,5,Practical,85,5.52
Statistics,3,4,15,5,Conceptual,62,4.22
Economics,5,3,14,5,Conceptual,86,4.96
Physics,1,6,14,2,Practical,44,3.79
Machine Learning,4,1,11,5,Practical,58,7.97
Machine Learning,5,8,7,5,Conceptual,61,10.44
Statistics,3,5,14,1,Theory,82,0.92
AI,2,3,8,1,Practical,58,3.27
Chemistry,1,5,8,2,Practical,92,1.23
AI,2,6,13,4,Theory,49,2.62
AI,4,8,11,3,Conceptual,95,2.86
English,2,7,9,3,Theory,88,1.45
Statistics,4,2,8,5,Conceptual,70,7.44
Physics,5,5,15,5,Conceptual,49,6.45
Computer Science,1,8,13,4,Practical,77,2.3
Physics,1,5,8,1,Theory,94,0.39
Statistics,1,8,9,2,Practical,48,3.79
Statistics,4,5,9,2,Theory,60,2.7
Biology,1,6,14,1,Conceptual,41,3.0
AI,2,5,9,3,Practical,52,4.88
Math,2,2,6,1,Practical,66,3.04
Economics,3,5,9,1,Conceptual,54,3.01
Biology,4,6,13,3,Theory,59,2.79
Programming,2,5,10,1,Practical,77,1.98
English,3,3,11,5,Theory,52,3.72
Biology,3,6,12,1,Conceptual,44,3.29
Physics,5,3,1,1,Conceptual,75,13.2
Programming,4,8,12,5,Conceptual,69,5.49
Geography,4,3,3,3,Practical,55,14.7
Machine Learning,5,5,6,3,Conceptual,49,8.45
Programming,5,6,8,5,Theory,44,6.79
Geography,3,4,1,3,Practical,77,28.38
English,2,1,5,4,Conceptual,87,4.46
Math,1,8,7,5,Theory,64,2.29
Physics,4,2,2,2,Theory,57,7.78
AI,5,4,12,2,Practical,74,4.06
Computer Science,5,3,10,3,Conceptual,44,6.29
Physics,1,1,8,1,Conceptual,79,1.31
Economics,2,3,11,4,Theory,54,2.64
Math,1,1,15,5,Conceptual,40,3.68
AI,2,8,8,5,Theory,78,2.7
History,3,3,3,2,Conceptual,57,6.86
Programming,2,1,4,2,Theory,74,2.43
Biology,5,1,14,1,Theory,63,1.76
Machine Learning,4,5,5,4,Practical,75,11.1
Geography,2,5,11,3,Practical,40,5.24
